"imdbId","name","year","genre","directorId","imdbRating","numOfVotesImdb","twitterRating","numOfVotesTwitter"
"tt6742252","The Guilty","2018","3","7546166","3","42664","2","104"
"tt2891174","99 Homes","2014","4","1023919","2","30155","2","104"
"tt3721936","American Honey","2016","4","36349","2","37971","2","104"
"tt1568911","War Horse","2011","2","229","2","145833","2","104"
"tt5816682","Victoria & Abdul","2017","5","1241","2","31590","2","104"
"tt1629757","Chasing Mavericks","2012","5","436","2","30642","2","105"
"tt1716777","People Like Us","2012","6","476064","2","41379","2","105"
"tt0496806","Ocean's Thirteen","2007","3","1752","2","318969","2","105"
"tt4595882","Can You Ever Forgive Me?","2018","5","1716636","2","46049","2","105"
"tt0103776","Batman Returns","1992","2","318","2","272339","2","106"
"tt1032755","RocknRolla","2008","2","5363","2","234406","2","106"
"tt0106677","Dazed and Confused","1993","6","500","3","164027","2","106"
"tt1104001","TRON: Legacy","2010","2","2676052","2","311608","2","106"
"tt0082694","Mad Max 2: The Road Warrior","1981","2","4306","3","165348","2","106"
"tt8291806","Pain and Glory","2019","4","264","3","47736","2","107"
"tt0212985","Hannibal","2001","3","631","2","252920","2","107"
"tt3750872","The Wife","2017","4","750275","2","34357","2","107"
"tt0317919","Mission: Impossible III","2006","2","9190","2","328043","2","107"
"tt1772264","Stonehearst Asylum","2014","4","26442","2","51390","2","107"
"tt0266308","Battle Royale","2000","2","297935","3","168041","2","107"
"tt0071853","Monty Python and the Holy Grail","1975","1","1402","3","497391","2","108"
"tt0493464","Wanted","2008","2","67457","2","358153","2","108"
"tt5688932","Sorry to Bother You","2018","6","1108556","2","61155","2","108"
"tt0258000","Panic Room","2002","3","399","2","256685","2","108"
"tt0119094","Face/Off","1997","2","247","2","347067","2","108"
"tt0453467","Deja Vu","2006","2","1716","2","291350","2","109"
"tt0497465","Vicky Cristina Barcelona","2008","6","95","2","241060","2","109"
"tt0478087","21","2008","3","525659","2","227958","2","109"
"tt0128445","Rushmore","1998","6","27572","3","168039","2","109"
"tt1568921","The Secret World of Arrietty","2010","1","948488","3","79657","2","109"
"tt0090756","Blue Velvet","1986","4","186","3","179438","2","109"
"tt1403981","Remember Me","2010","4","2339","2","137459","2","109"
"tt0316654","Spider-Man 2","2004","2","600","2","539363","2","110"
"tt0399295","Lord of War","2005","2","629272","3","292484","2","110"
"tt1964624","In the House","2012","4","654830","2","29559","2","110"
"tt0094737","Big","1988","6","1508","2","196655","2","110"
"tt0425210","Lucky Number Slevin","2006","2","6476","3","298469","2","110"
"tt7939766","I'm Thinking of Ending Things","2020","4","442109","2","51740","2","111"
"tt3960412","Popstar: Never Stop Never Stopping","2016","6","1676221","2","54082","2","111"
"tt0375063","Sideways","2004","6","668247","3","178480","2","111"
"tt2652092","The Good Lie","2014","5","265852","2","26899","2","111"
"tt0102536","Night on Earth","1991","6","464","3","54801","2","112"
"tt1013752","Fast & Furious","2009","2","510912","2","260760","2","112"
"tt6212478","American Animals","2018","5","1717925","2","37611","2","112"
"tt0844471","Cloudy with a Chance of Meatballs","2009","1","588087","2","203157","2","112"
"tt0457939","The Holiday","2006","6","583600","2","242888","2","112"
"tt0373469","Kiss Kiss Bang Bang","2005","6","948","3","213490","2","113"
"tt2452254","Clouds of Sils Maria","2014","4","801","2","27387","2","113"
"tt0983193","The Adventures of Tintin","2011","2","229","2","215266","2","113"
"tt1895315","Brimstone","2016","4","465551","2","36132","2","113"
"tt8637428","The Farewell","2019","6","2304675","3","48432","2","113"
"tt3922798","The Siege of Jadotville","2016","2","1100217","2","31314","2","113"
"tt2023690","Sightseers","2012","1","1296554","2","26628","2","114"
"tt3808342","Son of Saul","2015","4","1841577","3","44557","2","115"
"tt0375912","Layer Cake","2004","2","891216","2","165511","2","115"
"tt0238380","Equilibrium","2002","2","934483","2","310208","2","115"
"tt1626146","Hector and the Search for Happiness","2014","1","155093","2","45033","2","116"
"tt2452042","The Peanuts Movie","2015","10","553942","2","41995","2","117"
"tt0104691","The Last of the Mohicans","1992","2","520","3","147993","2","117"
"tt0472043","Apocalypto","2006","2","154","3","289186","2","117"
"tt3606752","Cars 3","2017","1","270263","2","74266","2","117"
"tt0903657","Love & Mercy","2014","5","688361","2","35778","2","117"
"tt7014006","Eighth Grade","2018","6","3102998","2","61070","2","118"
"tt6911608","Mamma Mia! Here We Go Again","2018","6","662530","2","78443","2","118"
"tt0116695","Jerry Maguire","1996","6","1081","2","241192","2","118"
"tt0443680","The Assassination of Jesse James by the Coward Robert Ford","2007","5","231596","3","167896","2","119"
"tt0087469","Indiana Jones and the Temple of Doom","1984","2","229","3","444885","2","119"
"tt0376541","Closer","2004","4","1566","2","201966","2","119"
"tt0119643","Meet Joe Black","1998","4","976","2","213543","2","119"
"tt4048272","Toni Erdmann","2016","6","11752","2","43751","2","120"
"tt1242422","Celda 211","2009","2","600409","3","63490","2","120"
"tt1412386","The Best Exotic Marigold Hotel","2011","6","6960","2","89705","2","120"
"tt6679794","Outlaw King","2018","2","533284","2","58644","2","120"
"tt0145487","Spider-Man","2002","2","600","2","682781","2","120"
"tt0116367","From Dusk Till Dawn","1996","2","1675","2","284706","2","120"
"tt1399103","Transformers: Dark of the Moon","2011","2","881","2","382702","2","120"
"tt0317740","The Italian Job","2003","2","336620","2","340509","2","120"
"tt0942385","Tropic Thunder","2008","2","1774","2","375301","2","120"
"tt0449088","Pirates of the Caribbean: At World's End","2007","2","893659","2","591265","2","121"
"tt9071322","Dark Waters","2019","5","1331","3","54328","2","121"
"tt3846674","To All the Boys I've Loved Before","2018","6","426287","2","84821","2","121"
"tt0379725","Capote","2005","5","587955","2","124558","2","122"
"tt4995790","The Square","2017","6","1128037","2","54529","2","122"
"tt0118884","Contact","1997","4","709","2","252446","2","122"
"tt0106856","Falling Down","1993","2","1708","3","169543","2","122"
"tt0092099","Top Gun","1986","2","1716","2","292316","2","122"
"tt2167266","Tracks","2013","1","192845","2","27659","2","122"
"tt1571249","The Skeleton Twins","2014","6","2574897","2","39834","2","123"
"tt0134119","The Talented Mr. Ripley","1999","3","5237","2","180541","2","123"
"tt1549572","Another Earth","2011","4","2648685","2","90343","2","123"
"tt0387564","Saw","2004","9","1490123","3","376692","2","124"
"tt4385888","20th Century Women","2016","6","590122","2","39569","2","124"
"tt1148204","Orphan","2009","9","1429471","2","189663","2","124"
"tt0125439","Notting Hill","1999","6","585011","2","270915","2","125"
"tt1489887","Booksmart","2019","6","1312575","2","89682","2","125"
"tt1742044","Jersey Boys","2014","5","142","2","32764","2","125"
"tt3922818","The Space Between Us","2017","4","155093","2","47568","2","125"
"tt6053438","First Reformed","2017","4","1707","2","46976","2","126"
"tt3544082","45 Years","2015","4","354091","2","30860","2","126"
"tt2582502","Fathers & Daughters","2015","4","610831","2","23958","2","126"
"tt2481498","Extremely Wicked, Shockingly Evil and Vile","2019","5","75666","2","76650","2","126"
"tt1692486","Carnage","2011","6","591","2","118696","2","126"
"tt0408236","Sweeney Todd: The Demon Barber of Fleet Street","2007","4","318","2","342118","2","126"
"tt0805564","Lars and the Real Girl","2007","6","318916","2","137469","2","126"
"tt0418279","Transformers","2007","2","881","2","593271","2","126"
"tt0838221","The Darjeeling Limited","2007","1","27572","2","179011","2","127"
"tt0119528","Liar Liar","1997","6","1723","2","279055","2","127"
"tt0477080","Unstoppable","2010","2","1716","2","183640","2","128"
"tt0079501","Mad Max","1979","2","4306","2","190217","2","128"
"tt5932728","The Professor and the Madman","2019","5","1731154","2","31873","2","128"
"tt0388795","Brokeback Mountain","2005","4","487","3","320637","2","128"
"tt2083383","Trouble with the Curve","2012","4","520749","2","59765","2","129"
"tt4624424","Storks","2016","1","842339","2","55544","2","129"
"tt0070666","Serpico","1973","5","1486","3","108712","2","129"
"tt0112442","Bad Boys","1995","2","881","2","238239","2","129"
"tt3966404","Mustang","2015","4","2197025","3","35343","2","129"
"tt3224458","A Beautiful Day in the Neighborhood","2019","5","1716636","2","57250","2","129"
"tt0120663","Eyes Wide Shut","1999","4","40","2","299847","2","129"
"tt4575576","Christopher Robin","2018","1","286975","2","67804","2","130"
"tt0289765","Red Dragon","2002","3","711840","2","250700","2","130"
"tt0765010","Brothers","2009","2","6487","2","110629","2","130"
"tt4468740","Paddington 2","2017","1","1653753","3","59717","2","130"
"tt0112384","Apollo 13","1995","1","165","3","266178","2","130"
"tt0340855","Monster","2003","5","420941","2","135137","2","130"
"tt4364194","The Peanut Butter Falcon","2019","1","1916835","3","61783","2","131"
"tt0116629","Independence Day","1996","2","386","2","524450","2","131"
"tt6513120","Fighting with My Family","2019","5","580351","2","64940","2","131"
"tt0907657","Once","2007","4","138809","3","110076","2","131"
"tt0151804","Office Space","1999","6","431918","3","239938","2","131"
"tt7146812","Onward","2020","1","768959","2","89862","2","132"
"tt0172493","Girl, Interrupted","1999","5","3506","2","162894","2","132"
"tt2510894","Hotel Transylvania 2","2015","10","850733","2","106251","2","132"
"tt0101540","Cape Fear","1991","3","217","2","172130","2","133"
"tt0804497","It's Kind of a Funny Story","2010","6","281396","2","134248","2","133"
"tt0099088","Back to the Future Part III","1990","1","709","2","401544","2","133"
"tt0986233","Hunger","2008","5","2588606","3","65427","2","133"
"tt1478338","Bridesmaids","2011","6","82450","2","266164","2","133"
"tt2396589","Mudbound","2017","4","2011696","2","41686","2","134"
"tt2262227","The Book of Life","2014","1","1509613","2","63974","2","134"
"tt5028340","Mary Poppins Returns","2018","6","551128","2","75526","2","134"
"tt0414993","The Fountain","2006","4","4716","2","227016","2","135"
"tt0147800","10 Things I Hate About You","1999","6","432627","2","294556","2","135"
"tt3170902","Theeb","2014","1","3578681","2","10095","2","135"
"tt0478304","The Tree of Life","2011","4","517","2","166975","2","135"
"tt0232500","The Fast and the Furious","2001","2","3418","2","344959","2","135"
"tt1772288","Danny Collins","2015","5","1557594","2","29834","2","135"
"tt1767354","Odd Thomas","2013","6","814085","2","47556","2","135"
"tt1614989","Jo Nesbø's Headhunters","2011","2","878763","3","96357","2","136"
"tt2125435","Beasts of the Southern Wild","2012","1","1022455","2","80332","2","136"
"tt0230600","The Others","2001","9","24622","3","334763","2","136"
"tt1866249","The Sessions","2012","5","506802","2","41079","2","137"
"tt1189073","The Skin I Live In","2011","4","264","3","137488","2","137"
"tt0449467","Babel","2006","4","327944","2","287811","2","137"
"tt1041829","The Proposal","2009","6","281945","2","293221","2","137"
"tt0119177","Gattaca","1997","4","629272","3","278928","2","137"
"tt1092026","Paul","2011","1","609549","2","233745","2","137"
"tt0416320","Match Point","2005","4","95","3","205021","2","138"
"tt1125849","The Wrestler","2008","4","4716","3","288167","2","138"
"tt0117060","Mission: Impossible","1996","2","361","2","384849","2","139"
"tt0120601","Being John Malkovich","1999","6","5069","3","310255","2","139"
"tt2935476","Far from the Madding Crowd","2015","4","899121","2","44376","2","140"
"tt0382625","The Da Vinci Code","2006","8","165","2","397426","2","141"
"tt0458352","The Devil Wears Prada","2006","6","291205","2","367799","2","141"
"tt0405422","The 40-Year-Old Virgin","2005","6","31976","2","392779","2","141"
"tt1932767","What Maisie Knew","2012","4","796915","2","26672","2","141"
"tt2350496","The Lunchbox","2013","4","3592235","3","49936","2","142"
"tt1334260","Never Let Me Go","2010","4","738796","2","136371","2","142"
"tt0944835","Salt","2010","2","637518","2","293713","2","142"
"tt3077214","Suffragette","2015","4","310673","2","37940","2","142"
"tt0467406","Juno","2007","6","718646","2","488483","2","142"
"tt1675192","Take Shelter","2011","4","2158772","2","90642","2","143"
"tt7395114","The Devil All the Time","2020","3","1290515","2","79970","2","143"
"tt1060277","Cloverfield","2008","2","716257","2","370898","2","143"
"tt4540710","Miss Sloane","2016","4","6960","3","63352","2","143"
"tt1124037","Free State of Jones","2016","2","2657","2","51604","2","143"
"tt1613750","Kon-Tiki","2012","1","1650283","2","45574","2","143"
"tt0477302","Extremely Loud & Incredibly Close","2011","1","197636","2","97323","2","144"
"tt6543652","Cold War","2018","4","667734","3","47820","2","145"
"tt2802154","Leviathan","2014","3","1168657","3","48888","2","145"
"tt0910936","Pineapple Express","2008","2","337773","2","314263","2","145"
"tt2937696","Everybody Wants Some!!","2016","6","500","2","51555","2","147"
"tt0221027","Blow","2001","5","1130","3","239100","2","147"
"tt1385826","The Adjustment Bureau","2011","13","1079776","2","242745","2","147"
"tt1028528","Death Proof","2007","2","233","2","266749","2","147"
"tt0976051","The Reader","2008","4","197636","3","229206","2","147"
"tt0085794","The King of Comedy","1982","6","217","3","86888","2","147"
"tt0808151","Angels & Demons","2009","2","165","2","271035","2","148"
"tt0265666","The Royal Tenenbaums","2001","6","27572","3","264559","2","148"
"tt1596343","Fast Five","2011","2","510912","2","350297","2","148"
"tt1242460","We Need to Talk About Kevin","2011","4","708903","3","136702","2","149"
"tt0118971","The Devil's Advocate","1997","4","431","3","328656","2","149"
"tt0822854","Shooter","2007","2","298807","2","308527","2","149"
"tt0758774","Body of Lies","2008","2","631","2","212166","2","149"
"tt0887883","Burn After Reading","2008","6","1054","2","307645","2","150"
"tt1650062","Super 8","2011","2","9190","2","337048","2","150"
"tt0289043","28 Days Later...","2002","4","965","3","374292","2","151"
"tt1772250","The Hidden Face","2011","4","1223381","2","37914","2","151"
"tt0215750","Enemy at the Gates","2001","4","269","3","241647","2","151"
"tt4136084","Florence Foster Jenkins","2016","5","1241","2","50370","2","152"
"tt1399683","Winter's Bone","2010","4","335138","2","135122","2","152"
"tt1023114","The Way Back","2010","1","1837","2","109434","2","152"
"tt0372183","The Bourne Supremacy","2004","2","339030","3","431848","2","152"
"tt0181689","Minority Report","2002","2","229","3","504570","2","152"
"tt0383574","Pirates of the Caribbean: Dead Man's Chest","2006","2","893659","2","650763","2","153"
"tt3205376","Slow West","2015","2","3304468","2","42457","2","154"
"tt0314331","Love Actually","2003","6","193485","3","422544","2","154"
"tt1632708","Friends with Benefits","2011","6","323239","2","337833","2","155"
"tt1966604","The Imposter","2012","5","1717925","3","44975","2","155"
"tt0190590","O Brother, Where Art Thou?","2000","1","1053","3","282962","2","155"
"tt1800302","Gold","2016","3","300866","2","56613","2","155"
"tt1860242","The Highwaymen","2019","5","359387","2","72753","2","157"
"tt1987680","The Upside","2017","6","1139726","2","44507","2","157"
"tt0332452","Troy","2004","4","583","2","485224","2","158"
"tt0265086","Black Hawk Down","2001","4","631","3","361812","2","159"
"tt0096895","Batman","1989","2","318","3","336111","2","159"
"tt2788732","Pete's Dragon","2016","2","1108007","2","53619","2","160"
"tt1389137","We Bought a Zoo","2011","6","1081","2","133963","2","161"
"tt2404461","The Past","2013","4","1410815","3","44659","2","161"
"tt1226837","Beautiful Boy","2018","5","886976","2","51696","2","161"
"tt6908274","Mirage","2018","4","1079062","2","39593","2","162"
"tt2401878","Anomalisa","2015","10","442109","2","65600","2","162"
"tt0787524","The Man Who Knew Infinity","2015","5","114226","2","50617","2","162"
"tt0756683","The Man from Earth","2007","4","770942","3","172789","2","163"
"tt1340800","Tinker Tailor Soldier Spy","2011","4","19247","2","185781","2","163"
"tt0433035","Real Steel","2011","2","506613","2","296638","2","163"
"tt1179031","Cold in July","2014","3","585344","2","33974","2","164"
"tt1401152","Unknown","2011","2","1429471","2","246625","2","164"
"tt0443543","The Illusionist","2006","4","1139726","3","353113","2","165"
"tt2382396","Joe","2013","3","337773","2","45344","2","167"
"tt4226388","Victoria","2015","3","771923","3","52130","2","169"
"tt1596345","Pawn Sacrifice","2014","5","1880","2","39873","2","169"
"tt1563738","One Day","2011","4","771054","2","137963","2","170"
"tt1647668","Million Dollar Arm","2014","5","318916","2","43286","2","170"
"tt5478478","Hostiles","2017","4","178376","2","69711","2","170"
"tt3513548","Richard Jewell","2019","5","142","3","56540","2","170"
"tt0107818","Philadelphia","1993","4","1129","3","222295","2","172"
"tt4686844","The Death of Stalin","2017","6","406334","2","84934","2","173"
"tt1124035","The Ides of March","2011","4","123","2","214577","2","173"
"tt2726560","The Longest Ride","2015","4","863387","2","76031","2","174"
"tt5390504","Detroit","2017","3","941","2","47694","2","174"
"tt0864835","Mr. Peabody & Sherman","2014","1","591450","2","61862","2","175"
"tt5164432","Love, Simon","2018","6","75528","3","96735","2","175"
"tt1216491","Kill the Messenger","2014","5","191147","2","44170","2","175"
"tt0290334","X2: X-Men United","2003","2","1741","2","508695","2","176"
"tt1606389","The Vow","2012","4","1302591","2","183026","2","176"
"tt3716530","Elle","2016","3","682","2","60579","2","177"
"tt0443465","Before We Go","2014","6","262635","2","51626","2","177"
"tt5610554","Tully","2018","6","718646","2","52123","2","178"
"tt2494362","Bone Tomahawk","2015","4","951975","2","85211","2","178"
"tt2718492","Ida","2013","4","667734","2","52523","2","179"
"tt0079116","Escape from Alcatraz","1979","2","796923","3","119968","2","179"
"tt4190530","Anthropoid","2016","2","1193346","2","43420","2","179"
"tt0396171","Perfume: The Story of a Murderer","2006","3","878756","3","233380","2","179"
"tt5168192","I, Daniel Blake","2016","4","8078611","3","52898","2","181"
"tt7549996","Judy","2019","5","3734458","2","39116","2","181"
"tt2452386","The Fundamentals of Caring","2016","6","122427","2","57278","2","181"
"tt1403865","True Grit","2010","4","1054","3","309111","2","181"
"tt0357413","Anchorman: The Legend of Ron Burgundy","2004","6","570912","2","328236","2","182"
"tt0884328","The Mist","2007","9","1104","2","279455","2","183"
"tt1229238","Mission: Impossible - Ghost Protocol","2011","2","83348","2","454384","2","183"
"tt2053425","Rust and Bone","2012","4","2191","3","63392","2","183"
"tt1172570","Bronson","2008","2","716347","2","119448","2","183"
"tt2737050","Two Days, One Night","2014","4","201095","2","44900","2","184"
"tt1615147","Margin Call","2011","4","1170855","2","115874","2","186"
"tt1033575","The Descendants","2011","6","668247","2","231675","2","186"
"tt0480249","I Am Legend","2007","2","1349376","2","681523","2","186"
"tt0765443","Eastern Promises","2007","2","343","3","226265","2","187"
"tt7401588","Instant Family","2018","6","1890845","2","82631","2","188"
"tt2258858","Wadjda","2012","6","2223783","3","18741","2","188"
"tt2066051","Rocketman","2019","5","2077","2","131294","2","188"
"tt0257044","Road to Perdition","2002","3","5222","3","244782","2","189"
"tt0054698","Breakfast at Tiffany's","1961","6","1175","3","165188","2","189"
"tt1515091","Sherlock Holmes: A Game of Shadows","2011","2","5363","3","418108","2","189"
"tt2382009","Nymphomaniac: Vol. II","2013","4","1885","2","86090","2","190"
"tt2404425","Woman in Gold","2015","5","193508","2","53446","2","190"
"tt1961175","American Assassin","2017","2","191147","2","69489","2","191"
"tt0369339","Collateral","2004","3","520","3","357181","2","192"
"tt5848272","Ralph Breaks the Internet","2018","1","1601882","2","128534","2","192"
"tt0328107","Man on Fire","2004","2","1716","3","327099","2","193"
"tt4005402","Colonia","2015","5","302780","2","47368","2","193"
"tt0373889","Harry Potter and the Order of the Phoenix","2007","2","946734","3","504258","2","194"
"tt2013293","The Wind Rises","2013","10","594503","3","72302","2","194"
"tt1990314","Robot & Frank","2012","6","1500577","2","61626","2","194"
"tt2304771","Mandela: Long Walk to Freedom","2013","5","149491","2","26347","2","194"
"tt0985699","Valkyrie","2008","4","1741","2","227066","2","195"
"tt3829920","Only the Brave","2017","2","2676052","3","57069","2","197"
"tt0309698","Identity","2003","8","3506","2","225608","2","197"
"tt1862079","Safety Not Guaranteed","2012","6","1119880","2","118869","2","198"
"tt2058107","The Railway Man","2013","5","855300","2","37269","2","198"
"tt0898367","The Road","2009","4","384825","2","222062","2","198"
"tt1967545","Labor Day","2013","4","718646","2","42551","2","198"
"tt1839492","Ruby Sparks","2012","6","267512","2","95234","2","198"
"tt0119396","Jackie Brown","1997","3","233","3","313482","2","198"
"tt0258463","The Bourne Identity","2002","2","510731","3","504959","2","199"
"tt0887912","The Hurt Locker","2008","4","941","3","418485","2","199"
"tt5541240","To the Bone","2017","4","637497","2","40176","2","200"
"tt2866360","Coherence","2013","4","126096","2","106915","2","200"
"tt2234003","Calvary","2014","6","567620","2","55708","2","200"
"tt1458175","The Next Three Days","2010","2","353673","2","181067","2","202"
"tt0988045","Sherlock Holmes","2009","2","5363","3","579354","2","202"
"tt2910904","The Dressmaker","2015","6","602104","2","53037","2","203"
"tt5461944","Hotel Mumbai","2018","2","2285536","3","51843","2","203"
"tt1602620","Amour","2012","4","359734","3","92343","2","204"
"tt2223990","Draft Day","2014","4","718645","2","53932","2","204"
"tt0446029","Scott Pilgrim vs. the World","2010","2","942367","3","375024","2","205"
"tt2006295","The 33","2015","5","726638","2","35447","2","207"
"tt3104988","Crazy Rich Asians","2018","6","160840","2","138786","2","208"
"tt0120903","X-Men","2000","2","1741","2","567231","2","208"
"tt2359024","Blue Ruin","2013","3","1099918","2","66270","2","209"
"tt0094226","The Untouchables","1987","3","361","3","278642","2","209"
"tt6048922","Greyhound","2020","2","773689","2","61240","2","210"
"tt3168230","Mr. Holmes","2015","4","174374","2","61086","2","211"
"tt3850214","Dope","2015","6","266622","2","80409","2","211"
"tt8722346","Queen & Slim","2019","3","2027419","2","22301","2","212"
"tt0381849","3:10 to Yuma","2007","2","3506","3","286908","2","212"
"tt1193138","Up in the Air","2009","6","718646","2","316834","2","213"
"tt2267968","Kung Fu Panda 3","2016","2","950775","2","132579","2","214"
"tt0488120","Fracture","2007","3","387706","2","185865","2","216"
"tt2614684","'71","2014","2","1312919","2","50716","2","217"
"tt1152836","Public Enemies","2009","5","520","2","280601","2","217"
"tt1120985","Blue Valentine","2010","4","161834","2","182886","2","218"
"tt5247022","Paterson","2016","6","464","2","69050","2","218"
"tt1840417","The Words","2012","4","1600872","2","74210","2","218"
"tt5104604","Isle of Dogs","2018","1","27572","3","136392","2","218"
"tt6266538","Vice","2018","5","570912","2","118716","2","219"
"tt2139881","Long Shot","2019","6","1349522","2","91990","2","219"
"tt0837562","Hotel Transylvania","2012","10","850733","2","222490","2","220"
"tt5294550","All the Money in the World","2017","5","631","2","73514","2","220"
"tt1136608","District 9","2009","2","88955","3","635196","2","220"
"tt0454848","Inside Man","2006","3","490","3","335271","2","221"
"tt0114746","12 Monkeys","1995","8","416","3","573906","2","221"
"tt1869716","The East","2013","1","2610231","2","48365","2","222"
"tt4520988","Frozen II","2019","1","1601644","2","131196","2","224"
"tt1189340","The Lincoln Lawyer","2011","3","1026778","2","212827","2","224"
"tt1706593","Chronicle","2012","4","2503633","2","238784","2","227"
"tt0295297","Harry Potter and the Chamber of Secrets","2002","1","1060","2","547167","2","227"
"tt0449059","Little Miss Sunshine","2006","6","267512","3","436732","2","230"
"tt4777008","Maleficent: Mistress of Evil","2019","1","1461392","2","82224","2","231"
"tt0425112","Hot Fuzz","2007","2","942367","3","459960","2","231"
"tt0970179","Hugo","2011","4","217","3","302867","2","232"
"tt0365748","Shaun of the Dead","2004","6","942367","3","508601","2","232"
"tt2205697","Stuck in Love.","2012","6","1837748","2","83277","2","234"
"tt4901306","Perfect Strangers","2016","6","2645","3","56041","2","235"
"tt1259528","Den of Thieves","2018","2","345615","2","91390","2","235"
"tt0278504","Insomnia","2002","4","634240","2","273027","2","235"
"tt1231583","Due Date","2010","6","680846","2","322218","2","236"
"tt0217869","Unbreakable","2000","4","796117","2","384404","2","236"
"tt0959337","Revolutionary Road","2008","4","5222","2","195180","2","239"
"tt1446192","Rise of the Guardians","2012","2","709056","2","155361","2","239"
"tt0829482","Superbad","2007","6","609549","3","516865","2","239"
"tt1355631","The Infiltrator","2016","5","1026778","2","67809","2","240"
"tt0469021","Alan Partridge","2013","2","523276","2","29563","2","240"
"tt4846232","Good Time","2017","3","1343394","2","86846","2","241"
"tt1714915","Only Lovers Left Alive","2013","6","464","2","89992","2","241"
"tt0338751","The Aviator","2004","5","217","3","331306","2","241"
"tt1637688","In Time","2011","2","629272","2","367622","2","241"
"tt1217209","Brave","2012","1","700760","2","369282","2","242"
"tt0884732","The Wedding Ringer","2015","6","1275670","2","70662","2","242"
"tt3312830","Youth","2015","6","815204","2","71144","2","242"
"tt7984766","The King","2019","5","2391575","2","85289","2","243"
"tt2980648","The Hundred-Foot Journey","2014","6","2120","2","75961","2","245"
"tt0416449","300","2006","2","811583","3","728536","2","248"
"tt1291580","Behind The Candelabra","2013","5","1752","2","40480","2","248"
"tt1499658","Horrible Bosses","2011","6","1164861","2","419546","2","249"
"tt1245526","RED","2010","2","777881","2","287505","2","250"
"tt2347569","Frances Ha","2012","6","876","3","73308","2","252"
"tt0825232","The Bucket List","2007","1","1661","2","229169","2","253"
"tt0485947","Mr. Nobody","2009","4","233757","3","214644","2","254"
"tt1937390","Nymphomaniac: Vol. I","2013","4","1885","2","115751","2","254"
"tt4633690","Shot Caller","2017","3","6846","2","70835","2","255"
"tt4698684","Hunt for the Wilderpeople","2016","1","169806","3","108834","2","256"
"tt1723811","Shame","2011","4","2588606","2","181999","2","256"
"tt3416742","What We Do in the Shadows","2014","6","169806","3","155350","2","258"
"tt1109624","Paddington","2014","1","1653753","2","96788","2","259"
"tt2567712","Starred Up","2013","3","533284","2","43088","2","260"
"tt5052474","Sicario: Day of the Soldado","2018","2","1356588","2","123307","2","261"
"tt2547584","The Light Between Oceans","2016","4","161834","2","51467","2","262"
"tt3416532","A Monster Calls","2016","1","1291105","3","80097","2","262"
"tt1899353","The Raid: Redemption","2011","2","2153088","3","189301","2","262"
"tt9495224","Black Mirror: Bandersnatch","2018","4","1720541","2","111993","2","263"
"tt1182345","Moon","2009","4","1512910","3","333113","2","263"
"tt1542344","127 Hours","2010","5","965","3","345618","2","264"
"tt1355630","If I Stay","2014","4","191712","2","115122","2","265"
"tt0409459","Watchmen","2009","2","811583","3","497461","2","267"
"tt0361862","The Machinist","2004","4","26442","3","355485","2","269"
"tt1979388","The Good Dinosaur","2015","1","812307","2","100813","2","270"
"tt0452623","Gone Baby Gone","2007","3","255","3","248361","2","271"
"tt2025690","The Finest Hours","2016","2","318916","2","61327","2","272"
"tt8404614","The Two Popes","2019","5","576987","3","103400","2","273"
"tt7959026","The Mule","2018","3","142","2","107757","2","274"
"tt1638002","Love, Rosie","2014","6","228542","2","120585","2","274"
"tt1156398","Zombieland","2009","1","281508","3","516710","2","276"
"tt1250777","Kick-Ass","2010","2","891216","3","521815","2","276"
"tt1083452","Eddie the Eagle","2015","5","2077","2","84306","2","280"
"tt4682786","Collateral Beauty","2016","4","291205","2","90654","2","280"
"tt2763304","T2 Trainspotting","2017","4","965","2","112363","2","280"
"tt0241527","Harry Potter and the Sorcerer's Stone","2001","1","1060","3","646121","2","280"
"tt1560220","Zombieland: Double Tap","2019","2","281508","2","135152","2","280"
"tt2358891","The Great Beauty","2013","4","815204","3","80240","2","281"
"tt0964517","The Fighter","2010","5","751102","3","337888","2","282"
"tt2848292","Pitch Perfect 2","2015","6","6969","2","141335","2","286"
"tt5606664","Doctor Sleep","2019","4","1093039","2","137247","2","287"
"tt0121766","Star Wars: Episode III - Revenge of the Sith","2005","2","184","3","703879","2","288"
"tt2179116","The Kings of Summer","2013","1","3611349","2","77311","2","289"
"tt0975645","Hitchcock","2012","5","315065","2","71538","2","297"
"tt1619029","Jackie","2016","5","1883257","2","72464","2","302"
"tt0217505","Gangs of New York","2002","3","217","3","402098","2","305"
"tt3881784","Stronger","2017","5","337773","2","40031","2","309"
"tt3470600","Sing","2016","10","2888554","2","132282","2","310"
"tt1270798","X-Men: First Class","2011","2","891216","3","642128","2","310"
"tt6412452","The Ballad of Buster Scruggs","2018","6","1054","2","119600","2","310"
"tt3967856","Okja","2017","2","94435","2","102837","2","311"
"tt4513674","Café Society","2016","6","95","2","70424","2","311"
"tt0840361","The Town","2010","3","255","3","349598","2","311"
"tt0490215","Silence","2016","4","217","2","99120","2","312"
"tt7984734","The Lighthouse","2019","4","3211470","3","135083","2","312"
"tt0119008","Donnie Brasco","1997","5","1565","3","276354","2","312"
"tt4172430","13 Hours","2016","2","881","2","117421","2","313"
"tt2390361","Enough Said","2013","6","392237","2","58495","2","316"
